sku_number,sku_description,operator_decision,operator_action,order_units,expected_promo_demand,projected_stock_gap_units,audit_notes
55887,Moogoo Hydr Facial Clnsr 250Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=33; capital_risk=$13.57; risk_reward=0.50; sku_bias=NO_COMPARABLE_EVENTS
73683,White Glo Tp Profess 115G,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=31; capital_risk=$13.48; risk_reward=0.24; sku_bias=NO_COMPARABLE_EVENTS
458104,Neut O/F Acne Wash 175Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=Forecast requires manager review; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=36; capital_risk=$13.46; risk_reward=0.52; sku_bias=NO_COMPARABLE_EVENTS
52114,Rexona M Apd A/Inv Ice/F 220Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$13.44; risk_reward=0.41; sku_bias=NO_COMPARABLE_EVENTS
184852,Epzen Bathing Bubbles 500Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=27; capital_risk=$13.43; risk_reward=0.46; sku_bias=NO_COMPARABLE_EVENTS
744247,Colg Tb 360 Med,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=43; capital_risk=$13.41; risk_reward=0.22; sku_bias=NO_COMPARABLE_EVENTS
63451,Hask T Tree & Rosmry H Msk 50G,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=30; capital_risk=$13.35; risk_reward=0.13; sku_bias=NO_COMPARABLE_EVENTS
96151,Rim My Plump Lip Shaper Ll Lte,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=29; capital_risk=$13.31; risk_reward=0.47; sku_bias=NO_COMPARABLE_EVENTS
260851,Neut O/F Emur 112Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=Forecast requires manager review; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=25; capital_risk=$13.27; risk_reward=0.44; sku_bias=NO_COMPARABLE_EVENTS
12170,Lemsip Max Honey & Ginger 10,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=30; capital_risk=$13.21; risk_reward=0.71; sku_bias=NO_COMPARABLE_EVENTS
18258,Rim Masc Scandaleyes Reloaded,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=41; capital_risk=$13.17; risk_reward=0.56; sku_bias=NO_COMPARABLE_EVENTS
192247,Lor Magic Ret Perm 5 Brown,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=42; capital_risk=$13.07; risk_reward=0.87; sku_bias=NO_COMPARABLE_EVENTS
195592,Col T/Brush Sensitve Exprt 2Pk,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=30; capital_risk=$13.06; risk_reward=0.47; sku_bias=NO_COMPARABLE_EVENTS
459844,Cetaphil Moisturising Crm 250G,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=26; capital_risk=$13.00; risk_reward=0.67; sku_bias=NO_COMPARABLE_EVENTS
26235,Nude Flawless Con 02 Porc Beig,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=41; capital_risk=$12.96; risk_reward=0.85; sku_bias=NO_COMPARABLE_EVENTS
33115,Sm Jam Blk Cast Oil Cd 384Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=31; capital_risk=$12.95; risk_reward=0.73; sku_bias=NO_COMPARABLE_EVENTS
94677,Rim K&F Lash Ldr Masc Abrgine,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=30; capital_risk=$12.92; risk_reward=0.72; sku_bias=NO_COMPARABLE_EVENTS
98004,Rim Omg Lip Oil Cappuccino,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=27; capital_risk=$12.91; risk_reward=0.69; sku_bias=NO_COMPARABLE_EVENTS
15845,Npmu Ep Jumbo Yoghurt,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=43; capital_risk=$12.86; risk_reward=0.44; sku_bias=NO_COMPARABLE_EVENTS
96455,May Lift Ls Stn Make Work 103,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=45; capital_risk=$12.74; risk_reward=0.61; sku_bias=NO_COMPARABLE_EVENTS
90458,Rim M.T Brnzcntrsclpt Medium,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=31; capital_risk=$12.70; risk_reward=0.73; sku_bias=NO_COMPARABLE_EVENTS
95024,Essano Coll Retinol Oil 20Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$12.68; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
198288,Neut D/C Invig Foam Scrub 150G,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$12.66; risk_reward=0.56; sku_bias=NO_COMPARABLE_EVENTS
30160,Rim Scandaleyes Wp Liner Blk,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=29; capital_risk=$12.65; risk_reward=0.47; sku_bias=NO_COMPARABLE_EVENTS
43359,Ardell Remy Lashes 778,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=35; capital_risk=$12.62; risk_reward=0.51; sku_bias=NO_COMPARABLE_EVENTS
242845,Olay Comp Uv Def 30+ Sens Ltn,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$12.61; risk_reward=0.55; sku_bias=NO_COMPARABLE_EVENTS
195641,Oralb 3D Wht Pro Strng Enml90G,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=23; capital_risk=$12.57; risk_reward=0.43; sku_bias=NO_COMPARABLE_EVENTS
242950,Neut O/F Acne Wash Scrub 125Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$12.54; risk_reward=0.56; sku_bias=NO_COMPARABLE_EVENTS
46573,Tena Pants Disc Super Med 9Pk,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$12.41; risk_reward=0.82; sku_bias=NO_COMPARABLE_EVENTS
282995,Tena Extra Long Liner 24Pk,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$12.32; risk_reward=0.28; sku_bias=NO_COMPARABLE_EVENTS
90169,Npmu Epic Ink El Midnight Rise,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=43; capital_risk=$12.32; risk_reward=0.59; sku_bias=NO_COMPARABLE_EVENTS
32159,Lor Magic Ret 7 Cool Brown,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$12.30; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
33088,Sm Manuka H&M Oil Hy Cd 385Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=35; capital_risk=$12.30; risk_reward=0.77; sku_bias=NO_COMPARABLE_EVENTS
20477,Difflam Aa Loz Straw S/F 16,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=44; capital_risk=$12.27; risk_reward=0.36; sku_bias=NO_COMPARABLE_EVENTS
88440,Mf Miracle Pure Crm Blush Pink,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=41; capital_risk=$12.22; risk_reward=0.85; sku_bias=NO_COMPARABLE_EVENTS
41981,Nude Crmy Mte Ls Riberry,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$12.18; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
55228,Colg Tp O/W Renew Last 85G,REDUCE_HOLDING,REVIEW,0,1,0,review=Forecast requires manager review; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=24; capital_risk=$12.14; risk_reward=0.66; sku_bias=NO_COMPARABLE_EVENTS
65843,No7 Rad+ Exfol Cleanser 100Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=29; capital_risk=$12.14; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
34982,Nude M Shine Ls 07 Deep Plum,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$12.13; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
726648,Scholl Corn Remov Wp Plast 8Pk,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$12.10; risk_reward=0.42; sku_bias=NO_COMPARABLE_EVENTS
194045,Csc Spot Treament 10Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=30; capital_risk=$12.08; risk_reward=0.72; sku_bias=NO_COMPARABLE_EVENTS
198719,May Lifter Liner 005 On It,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$12.07; risk_reward=0.56; sku_bias=NO_COMPARABLE_EVENTS
194015,Csc Dly Balancing Water 150Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=32; capital_risk=$12.02; risk_reward=0.73; sku_bias=NO_COMPARABLE_EVENTS
353957,Compeed Corn Medium 10S,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=32; capital_risk=$12.02; risk_reward=0.49; sku_bias=NO_COMPARABLE_EVENTS
33939,Ardell Faux Mink Wispies,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=35; capital_risk=$12.01; risk_reward=0.51; sku_bias=NO_COMPARABLE_EVENTS
98024,Rim Thrl Skr Lip Ltx Cap,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$12.01; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
265640,Otrivin Menth/Adlt/M/N/S10Mls2,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=29; capital_risk=$11.88; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
286893,Dove Apd Mini Original 30G,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=23; capital_risk=$11.87; risk_reward=0.11; sku_bias=NO_COMPARABLE_EVENTS
810797,Nair Facial H/Removal Cream 20,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=32; capital_risk=$11.86; risk_reward=0.37; sku_bias=NO_COMPARABLE_EVENTS
63109,Npmu Marshmallow Soothing Prim,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$11.85; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
193317,Rim Multi Tasker Con Vanilla,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=44; capital_risk=$11.84; risk_reward=0.59; sku_bias=NO_COMPARABLE_EVENTS
192994,Rim Lasting Matte Ls 900,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=24; capital_risk=$11.75; risk_reward=0.66; sku_bias=NO_COMPARABLE_EVENTS
54963,B/M Bio C 1000Mg Tab 62,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$11.73; risk_reward=0.82; sku_bias=NO_COMPARABLE_EVENTS
92259,Epzen Sensitive Bw 400Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=27; capital_risk=$11.66; risk_reward=0.45; sku_bias=NO_COMPARABLE_EVENTS
39402,May Fitme Mattepore Fdn Clstan,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$11.53; risk_reward=0.81; sku_bias=NO_COMPARABLE_EVENTS
198524,Rim Wf Brow Lam Gel Clear,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$11.50; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
91481,Bondi S Xprs Ult Dk Foam 200Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$11.48; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
185497,Npmu Micro Brw Pencl Ash Blnde,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=42; capital_risk=$11.41; risk_reward=0.58; sku_bias=NO_COMPARABLE_EVENTS
48515,Sm Man/Hon/Yog Cd 384Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$11.37; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
62978,Mf Ff Pwd Bronzer Warm Tan,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=43; capital_risk=$11.35; risk_reward=0.88; sku_bias=NO_COMPARABLE_EVENTS
44226,Compeed Anti Blister Stick,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=28; capital_risk=$11.28; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
188995,Garn Vit C Foam Wash 100Ml,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$11.27; risk_reward=0.41; sku_bias=NO_COMPARABLE_EVENTS
44227,Compeed Sports Heel Blister,REDUCE_HOLDING,REVIEW,0,1,0,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=28; capital_risk=$11.27; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
