sku_number,sku_description,model_promo_forecast_units,same_discount_promo_units,baseline_daily_rate_units,baseline_daily_source_days,baseline_period_demand_units,selected_promo_period_demand_units_before,selected_promo_period_demand_units_after,demand_evidence_strength,demand_conflict_flag,demand_selection_reason,best_seller_floor_applied_flag,best_seller_escalation_flag
198703,May Lash Sensa Firework Wsh,0.0,2.263,0.323314,56,2.263,2.263,2.263,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
56483,Sun Bum Face Spf50+ Lot 88Ml,0.0,2.25,0.321429,56,2.25,2.25,2.25,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
96504,May Cloud Mte 09 Dreamy Dawn,0.0,2.25,0.321429,56,2.25,2.25,2.25,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
64536,Sundae Very Vanilla Foam 265Ml,0.0,2.25,0.321429,56,2.25,2.25,2.25,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94105,Esi On A Roll Apricot T Ba,0.0,2.25,0.321429,56,2.25,2.25,2.25,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
65466,Q+A Super Food 30Ml,0.0,2.25,0.321429,56,2.25,2.25,2.25,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94281,Aveeno Calm+Res Gel Mstsr 50Ml,0.0,2.25,0.321429,56,2.25,2.25,2.25,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
15727,Npmu Eb Pencil Micro Choc,0.0,2.235,0.319329,56,2.235,2.235,2.235,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
71223,Palmers Cnut Oil Hand Crm 96G,0.0,2.222,0.317457,56,2.222,2.222,2.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
30538,May Ss Matte Ink Pioneer,0.0,2.217,0.316771,56,2.217,2.217,2.217,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
60845,Rim Lst Fin Ll Brownie Pie 790,0.0,2.2,0.314286,56,2.2,2.2,2.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
75790,No7 Pure Retinol 1% Con 30Ml,0.0,2.2,0.314286,56,2.2,2.2,2.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
87762,Innisfree Hyaluronic Mask 25Ml,0.0,2.2,0.314286,56,2.2,2.2,2.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
93977,May Poreless Jelly Primer Int,0.0,2.182,0.311686,56,2.182,2.182,2.182,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
626503,Jerg Nat Glow Firm Mt 221Ml,0.0,2.167,0.309529,56,2.167,2.167,2.167,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
30633,Bondi Aero Exdark Mousse 200G,0.0,2.167,0.309529,56,2.167,2.167,2.167,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
626449,Jerg Nat Glow Firm Fm 221Ml,0.0,2.167,0.309529,56,2.167,2.167,2.167,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
20868,Ogx Coconut Mir Pent Oil 100Ml,0.0,2.167,0.309529,56,2.167,2.167,2.167,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195081,Avene Tolerance Ctl Fluid 40Ml,0.0,2.143,0.306129,56,2.143,2.143,2.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
34860,Epzen Mag Bth Slts 900G Soothe,0.0,2.143,0.306129,56,2.143,2.143,2.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
57931,May Lifter Gloss 003 Moon,0.0,2.13,0.304343,56,2.13,2.13,2.13,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
188995,Garn Vit C Foam Wash 100Ml,0.0,2.125,0.303571,56,2.125,2.125,2.125,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195423,Npmu Fat Oil Slick No Filter,0.0,2.118,0.302514,56,2.118,2.118,2.118,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
45302,Garn Micellar Sens Water 400Ml,0.0,2.111,0.301586,56,2.111,2.111,2.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
190116,E/Pure Nail Brush & P/Stone,0.0,2.111,0.301586,56,2.111,2.111,2.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195172,Palmer'S S/Butter B/Oil 250Ml,0.0,2.111,0.301586,56,2.111,2.111,2.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
36233,May Ss Matte Ink Seductress,0.0,2.087,0.298143,56,2.087,2.087,2.087,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
189238,May Ss Vinyl Ink Coy,0.0,2.087,0.298143,56,2.087,2.087,2.087,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
745049,Sukin Foam Facial Clnse 125Ml,0.0,2.077,0.2967,56,2.077,2.077,2.077,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
189516,Npmu Fat Oil Supermodel,0.0,2.059,0.294114,56,2.059,2.059,2.059,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193206,May Great Lash Wtp V Blk,0.0,2.046,0.292214,56,2.045,2.046,2.046,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94668,Jojoba Ultimate Serum 50Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
93551,Avene Dermab Night Crm 40Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94283,Bioderma Aderm Creme Ultra 500,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
89020,Ahc Colla Juve D+N Balm 50Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94247,Jojoba Boost Skin Barrier Sup,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
96636,Npmu Jelly Job Jelly Kiss'D,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
92259,Epzen Sensitive Bw 400Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
197584,Sundae Bday Ck Foam 265Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
67330,B/Lab Vit C Bright Serum 30Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
24358,Jojoba Ult Youth Potion 50Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
189515,Npmu Fat Oil Newsfeed,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
96634,Npmu Jelly Job Honey It Jelly,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
50927,Npmu On The Rise Liftscara,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195979,G/Mane Hair Growth Serum 30Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
187203,G/Mane Scalp Scrub 150Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195440,Npmu Buttermelt All Buttad Up,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
192343,Neut Ult Gen Daily Moist 100Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
98014,Rim Mt Blsh Brsh Stk Nrly Sde,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
89018,Ahc P/S Colla Juv Serum 40Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
98013,Rim Mt Blsh Brsh Stk Cherry,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
615951,Bio Oil 60Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
64816,Jp Gaultier Le Male Edt 75Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
15238,Sun Bum Spray Spf30 177Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
345016,Nivea D/E Rich Night Cream 50,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
24167,Nivea D/E Sens Micellwtr 400Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94213,Neut H/Boost Micell Wtr 400Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
71222,Palmers C/Butter Hand Crm 96G,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
87752,Innisfree Grn Tea Eye Srm 10Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
62934,Lanolips 101 Watermelon 10G,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
68377,Q+A Vitamin C Serum 30Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
38424,Moogoo Eczema Psor Crm 120G,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
626376,Jerg Nat Glow Moist Mt 221Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
68376,Q+A Hyaluronic Face Mist 100Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
228192,Ego Qv Bar Twin Pack 2X100G,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91460,Hf H24 Peptide Blnd Cd 300Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
92855,Og Lymphatc Bst Body Oil 100Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
194041,Csc Lighten Cream 50G,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
24554,Jojoba Bead Facial Clnsr 125Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90768,Hey Bud Pimple Patch Variety,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
4661,Ogx Hy Rp Mor Ex Str Sp 385Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90765,Hey Bud Pigmentation Treatment,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
92919,Uj Cleansing Balm 75Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
199842,Tbh Rebound Tp T/Ment 10G,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94507,Bl Collagen Plmp Eye Crm 15Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
199865,Boost Lab Dislv Collagen Boost,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90850,Frank Body Clearing Body Scrub,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
189278,Frank Nourish Body Wash 360Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
10433,Lor Magic Ret Brown 3,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94641,You G/Hour Body Wsh 350Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
10434,Lor Magic Ret Brown,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
797588,C/Counc Kids Spf50+ 110Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
88082,Bwy Hydrating Cleanser 150Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195354,Q+A Retinol 0.2% Serum 30Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
97996,Rim Lst Fnsh Ll Cap Lght,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90935,Cetaphil Gen Ex Sa Cleanse 236,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
60343,Lrp L/Kar Body Milk 400Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
96510,May Sculp Stix 015 Smoth Espre,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
481130,Loreal R/Lift Laser Night,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
616311,Ego Qv Cream Tube 100G,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
87470,Thayers Aha Toner 355Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
43395,Nivea Q10 Pwr Eye Cream 15Ml,0.0,2.0,0.285714,56,2.0,2.0,2.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
250753,May Masc Define-A-Lash V/Blk .,0.0,1.954,0.279214,56,1.954,1.954,1.954,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
192921,May Colossal Masc Classic Blk,0.0,1.954,0.279214,56,1.954,1.954,1.954,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
189250,May Inst Perfect Glow Light,0.0,1.954,0.279214,56,1.954,1.954,1.954,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198697,May Lasting Drama El Mdnt Blck,0.0,1.947,0.2782,56,1.947,1.947,1.947,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
63081,Npmu Ew Gel Liner Chocolate,0.0,1.941,0.277314,56,1.941,1.941,1.941,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
185498,Npmu Mcro Brw Pncl Cl Ash Brwn,0.0,1.941,0.277314,56,1.941,1.941,1.941,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
67656,Rim Lst Fin L/L Rose Addict,0.0,1.938,0.276786,56,1.938,1.938,1.938,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
341140,Rim P/Powder Transparent,0.0,1.938,0.276786,56,1.938,1.938,1.938,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
199059,Npmu Brow Glue Dk Brown,0.0,1.929,0.275514,56,1.929,1.929,1.929,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
192941,May Vinyl Ink Nude Peppy,0.0,1.909,0.272729,56,1.909,1.909,1.909,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
65589,No7 R&R Serum 30Ml,0.0,1.9,0.271429,56,1.9,1.9,1.9,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198937,Illi Sil Nipple Covrs Light 1P,0.0,1.9,0.271429,56,1.9,1.9,1.9,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198938,Illi Sat Nipple Covrs Light 5P,0.0,1.9,0.271429,56,1.9,1.9,1.9,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
72014,No7 Pure Ret Eye Cream 15Ml,0.0,1.9,0.271429,56,1.9,1.9,1.9,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
265969,Palmers Body C/B Grd Tan 400Ml,0.0,1.889,0.269843,56,1.889,1.889,1.889,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
70977,No7 L&L Night Cream 50Ml,0.0,1.889,0.269843,56,1.889,1.889,1.889,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195079,Garn Vit C Micell Water 125Ml,0.0,1.889,0.269843,56,1.889,1.889,1.889,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
70357,Npmu Bwm Sr N Calm Conc Light,0.0,1.882,0.268914,56,1.882,1.882,1.882,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90146,Npmu Duck Plump Ll Nude Flip,0.0,1.875,0.267857,56,1.875,1.875,1.875,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
36996,Can/C Bb Crm Spf50+ Light 50Ml,0.0,1.867,0.266671,56,1.867,1.867,1.867,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
38391,May Fit Me Loose Pwd Light,0.0,1.864,0.266229,56,1.864,1.864,1.864,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
22514,Rexona M Apd Clin Cln/Sct 45Ml,0.0,1.857,0.2653,56,1.857,1.857,1.857,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
37850,Jerg Oil Coconut Moist 496Ml,0.0,1.833,0.2619,56,1.833,1.833,1.833,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
63111,Npmu Pore Filler Prim 01,0.0,1.824,0.2605,56,1.824,1.824,1.824,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94002,May Colossal Bubble Wtp Nu,0.0,1.818,0.259743,56,1.818,1.818,1.818,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
199052,Npmu Wondr Stck Dual Light,0.0,1.812,0.258929,56,1.813,1.812,1.812,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
199057,Npmu Brow Glue Taupe,0.0,1.8,0.257143,56,1.8,1.8,1.8,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
67048,C/Counc Fluid Matt Spf50+ 50Ml,0.0,1.8,0.257143,56,1.8,1.8,1.8,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
887455,Aveeno D/Moist Lotion 225Ml,0.0,1.778,0.253971,56,1.778,1.778,1.778,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
75006,Bioderma H2O Eye Remover 125Ml,0.0,1.778,0.253971,56,1.778,1.778,1.778,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
11607,Aveeno D/Moist Lotion 1L,0.0,1.778,0.253971,56,1.778,1.778,1.778,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
189521,Npmu Butter Lg Brownie Drip,0.0,1.765,0.2521,56,1.765,1.765,1.765,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
15182,Sun Bum Lotion Spf30 177Ml,0.0,1.75,0.25,56,1.75,1.75,1.75,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195353,Q+A Niacinamide Serum 30Ml,0.0,1.75,0.25,56,1.75,1.75,1.75,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
192065,Q+A Aha Exfoliator Body Scrub,0.0,1.75,0.25,56,1.75,1.75,1.75,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
32161,Lor Magic Ret 8 Cool Drk Brn,0.0,1.75,0.25,56,1.75,1.75,1.75,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
57930,May Lifter Gloss 002 Ice,0.0,1.739,0.248443,56,1.739,1.739,1.739,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
242845,Olay Comp Uv Def 30+ Sens Ltn,0.0,1.739,0.248443,56,1.739,1.739,1.739,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
192920,May Colossal Masc Glam Blk,0.0,1.727,0.246757,56,1.727,1.727,1.727,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198720,May Lifter Liner 006 Leader,0.0,1.722,0.246029,56,1.722,1.722,1.722,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
42952,Epzen Mag Bth Slts 900G Sleep,0.0,1.714,0.2449,56,1.714,1.714,1.714,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
92211,Olay N/Mide Body Wash 591Ml,0.0,1.714,0.2449,56,1.714,1.714,1.714,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193125,Npmu Ult Es Pal Warm Neutr,0.0,1.706,0.2437,56,1.706,1.706,1.706,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
65835,No7 P&P Mask,0.0,1.7,0.242857,56,1.7,1.7,1.7,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
36234,May Ss Matte Ink Ext Ruler,0.0,1.696,0.242243,56,1.696,1.696,1.696,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
36237,May Ss Matte Ink Ext Amazonian,0.0,1.684,0.2406,56,1.684,1.684,1.684,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
24361,Jojoba Pigmentation Oil 30Ml,0.0,1.667,0.2381,56,1.667,1.667,1.667,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
57451,Weleda Skin Body Butter 150Ml,0.0,1.667,0.2381,56,1.667,1.667,1.667,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
93519,Garn Aha+Bha Char Serum Mask,0.0,1.667,0.2381,56,1.667,1.667,1.667,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
192194,Jojoba Vit C Glow Potion,0.0,1.667,0.2381,56,1.667,1.667,1.667,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
60772,Garn Micellar Eco Pads 3 Pack,0.0,1.667,0.2381,56,1.667,1.667,1.667,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
55497,Cetaphil Eg Daily Scrub 178Ml,0.0,1.667,0.2381,56,1.667,1.667,1.667,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
186282,Moogoo Argireline 5% Serum 25M,0.0,1.667,0.2381,56,1.667,1.667,1.667,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
405922,Rexona W Apd Dry Ct/Frsh 250Ml,0.0,1.667,0.2381,56,1.667,1.667,1.667,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
650242,Nivea Apd R/O Pure Inv 50Ml,0.0,1.667,0.2381,56,1.667,1.667,1.667,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
490797,Ogx Mrccn Argan Pnt Oil 100,0.0,1.667,0.2381,56,1.667,1.667,1.667,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
16828,Lrp L/Kar Wash Crm 400Ml,0.0,1.667,0.2381,56,1.667,1.667,1.667,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
54856,Ogx Ext Strngth Pen Oil 100Ml,0.0,1.636,0.233771,56,1.636,1.636,1.636,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
65606,No7 Inst Result Hydration Mask,0.0,1.636,0.233771,56,1.636,1.636,1.636,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
55493,Avene Cleanance Comedomed 30Ml,0.0,1.625,0.232143,56,1.625,1.625,1.625,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
189005,Garn Vit C Srm Crm 50Ml,0.0,1.625,0.232143,56,1.625,1.625,1.625,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
630497,Olay Moist Cream 100G,0.0,1.625,0.232143,56,1.625,1.625,1.625,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198718,May Lifter Liner 004 Out Line,0.0,1.611,0.230157,56,1.611,1.611,1.611,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
57927,May Tat El Gel Pncl Deep Onyx,0.0,1.609,0.229814,56,1.609,1.609,1.609,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
63699,Nivea Aa Hand Cream 100Ml,0.0,1.6,0.228571,56,1.6,1.6,1.6,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
32160,Lor Magic Ret 10 G Brown,0.0,1.6,0.228571,56,1.6,1.6,1.6,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
73076,Benzac Ph Cntrl Ab Fwash 150Ml,0.0,1.6,0.228571,56,1.6,1.6,1.6,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
51154,Bondi Face Spf50+ Lotion 75Ml,0.0,1.6,0.228571,56,1.6,1.6,1.6,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
193210,May Falsies Lash Lift Ult Blk,0.0,1.591,0.227271,56,1.591,1.591,1.591,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
15820,Npmu Lg Butter Tiramisu,0.0,1.588,0.226886,56,1.588,1.588,1.588,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
65915,Batiste Blush Dry Shampoo 350,0.0,1.571,0.224486,56,1.571,1.571,1.571,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195740,Wht Gl Prpl Tth Toner Tthpaste,0.0,1.571,0.224486,56,1.571,1.571,1.571,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
57932,May Lifter Gloss 004 Silk,0.0,1.565,0.2236,56,1.565,1.565,1.565,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
2941,Nivea Bdy Q10 Rich Ltn 400Ml,0.0,1.556,0.222229,56,1.556,1.556,1.556,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
886149,Aveeno D/Moist Body Wash 354Ml,0.0,1.556,0.222229,56,1.556,1.556,1.556,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
195986,May Tat Liner Gel Penc Black,0.0,1.546,0.220786,56,1.546,1.546,1.546,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
745103,Sukin Hydrat Body Lotion 500Ml,0.0,1.538,0.219786,56,1.539,1.538,1.538,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
632950,Loreal R/Lift Laser Day 50Ml,0.0,1.533,0.219043,56,1.533,1.533,1.533,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
57936,May Lifter Gloss 008 Stone,0.0,1.522,0.217386,56,1.522,1.522,1.522,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
87757,Innisfree Clgn G/T Crm 50Ml,0.0,1.5,0.214286,56,1.5,1.5,1.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
826960,Bio Oil 125Ml,0.0,1.5,0.214286,56,1.5,1.5,1.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
89065,Ahc Proshot Hyaluro Serum 40Ml,0.0,1.5,0.214286,56,1.5,1.5,1.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
69211,Dr Lew Lscs8 Day Def 30Gm,0.0,1.5,0.214286,56,1.5,1.5,1.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
96633,Npmu Jelly Job Toast N' Jelly,0.0,1.5,0.214286,56,1.5,1.5,1.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
31685,Jojoba Citrus Gel Clnsr 125Ml,0.0,1.5,0.214286,56,1.5,1.5,1.5,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
