sku_number,decision,optimal_order_units_to_reach_day_one_stock,recommended_order_units,remaining_gap_after_recommended_order_units,recommendation_coverage_ratio,recommendation_constraint_reason,stock_gap_units
598275,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
195528,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96699,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
96704,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
90385,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
90387,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
89874,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
88780,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
193454,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94255,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
89769,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
89754,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
90522,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
93846,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
92856,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
93847,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
307548,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
190073,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
5378,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
592188,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167585,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
92174,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
647552,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
88325,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97435,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
87654,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91030,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
567302,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
591461,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91052,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
88242,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
194035,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
93848,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
93851,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
188942,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
197210,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
68083,DO_NOT_BUY,0,0,0,,none_gap_closed,-7.0
97769,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
93923,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
185259,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
537187,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
5446,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
92181,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
88388,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
56951,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
95874,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
197748,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91018,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
88283,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
95885,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
190072,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
50701,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97846,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91070,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91877,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91878,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
167105,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
167109,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
90998,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
167593,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
98108,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91071,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91945,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91905,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91048,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91059,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91944,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91954,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91937,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
56950,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91872,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91906,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91863,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91956,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91948,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91033,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91066,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91951,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
92180,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
92140,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
167546,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
95860,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
95890,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
92159,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91047,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91072,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
92150,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
167584,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
479196,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
95870,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
167076,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
647875,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
88318,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
167098,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
167099,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
167138,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
88387,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91892,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
98134,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
167127,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
95893,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
93821,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
16736,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
97198,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
97197,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
97196,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
90986,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
190097,DO_NOT_BUY,0,0,0,,none_gap_closed,-7.0
98183,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
98119,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
98120,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
98175,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167106,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
479212,DO_NOT_BUY,0,0,0,,none_gap_closed,-7.0
167087,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
95866,DO_NOT_BUY,0,0,0,,none_gap_closed,-7.0
53981,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
167112,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
91940,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
95867,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
68082,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
167091,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
167092,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
92170,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
92166,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167075,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167095,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167132,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167093,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
167073,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167082,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167085,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
90989,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
91019,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167074,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167124,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
98082,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
98107,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
98110,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
98111,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
98121,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
98122,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
92162,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167159,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167160,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167116,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167119,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
91893,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91942,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91039,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91916,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91021,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167080,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167530,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167531,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167532,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167551,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167553,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91049,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91065,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91075,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91881,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91928,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
95883,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
88250,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
91020,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91064,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167136,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167137,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167143,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167147,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167148,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167151,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167152,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167154,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167155,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
88339,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91961,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91076,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91077,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
189868,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
92148,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91014,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
91016,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
91017,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167111,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167158,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
88396,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167162,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
92158,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
95892,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
95863,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
88393,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
95872,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167100,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
95876,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167574,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167576,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167578,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167580,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167582,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167587,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91057,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167084,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167081,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
647818,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
95852,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
95862,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
88316,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167139,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167141,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167142,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167146,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167149,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167135,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91006,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167131,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
91007,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91884,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167129,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
91003,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91005,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167161,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
167547,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91023,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167128,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
167130,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97052,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
97156,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
516600,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97537,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
87656,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
96707,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
167595,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91050,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
88333,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91008,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
189739,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
93818,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94544,DO_NOT_BUY,0,0,0,,none_gap_closed,-8.0
97127,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
97848,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
97850,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
97852,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
97123,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
98133,DO_NOT_BUY,0,0,0,,none_gap_closed,-7.0
98124,DO_NOT_BUY,0,0,0,,none_gap_closed,-7.0
93927,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
98127,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
91908,DO_NOT_BUY,0,0,0,,none_gap_closed,-8.0
98131,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
95829,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
95830,DO_NOT_BUY,0,0,0,,none_gap_closed,-8.0
167157,DO_NOT_BUY,0,0,0,,none_gap_closed,-8.0
478628,DO_NOT_BUY,0,0,0,,none_gap_closed,-8.0
167096,DO_NOT_BUY,0,0,0,,none_gap_closed,-8.0
259098,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
647891,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
190070,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
190076,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
88336,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
88324,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
190074,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
167586,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
88389,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
88678,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
478610,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
190067,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
91162,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97157,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
91160,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
87655,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
93862,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
66085,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
981761,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
167535,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91964,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91024,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
41516,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94528,DO_NOT_BUY,0,0,0,,none_gap_closed,-9.0
193456,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
97851,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
548618,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
97500,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96539,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
88236,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
493538,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
42436,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
674400,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
515205,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
93436,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
93435,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97504,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
188805,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
96708,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
96709,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97550,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97560,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97553,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97555,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97557,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91032,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91054,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97559,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97160,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94527,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
95101,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
97551,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
97547,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
94888,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
97548,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
932434,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
190071,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
197216,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
190062,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
190086,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
88302,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
841250,DO_NOT_BUY,0,0,0,,none_gap_closed,-30.0
365084,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
97468,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
91461,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
98113,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
98112,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
98079,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
98125,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
98083,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
98126,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
195171,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
49814,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
98115,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
21916,DO_NOT_BUY,0,0,0,,none_gap_closed,-7.0
98123,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
197212,DO_NOT_BUY,0,0,0,,none_gap_closed,-8.0
199964,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
98084,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
98137,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
478230,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
478404,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
41548,DO_NOT_BUY,0,0,0,,none_gap_closed,-13.0
41547,DO_NOT_BUY,0,0,0,,none_gap_closed,-8.0
72544,DO_NOT_BUY,0,0,0,,none_gap_closed,-8.0
260622,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
339970,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
189740,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
195591,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
260606,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
72540,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
339989,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
195592,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
55173,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
744247,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
72541,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
189728,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
230758,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
96297,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
193698,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
167529,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
478586,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
281751,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
190063,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
907693,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
189835,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
190066,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
315303,DO_NOT_BUY,0,0,0,,none_gap_closed,-8.0
189729,DO_NOT_BUY,0,0,0,,none_gap_closed,-6.0
20583,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
234621,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
55172,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
333751,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
91154,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
972541,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
94805,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
68163,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
197744,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
190077,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
73378,DO_NOT_BUY,0,0,0,,none_gap_closed,-7.0
91155,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
14739,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
184839,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94806,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
197219,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
190060,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
49496,DO_NOT_BUY,0,0,0,,none_gap_closed,-1.0
63446,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94887,DO_NOT_BUY,0,0,0,,none_gap_closed,-2.0
90770,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
190065,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
73377,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
333778,DO_NOT_BUY,0,0,0,,none_gap_closed,-5.0
41541,DO_NOT_BUY,0,0,0,,none_gap_closed,-3.0
94470,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
190084,DO_NOT_BUY,0,0,0,,none_gap_closed,-4.0
93457,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
195586,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
10425,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
89154,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
199851,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94505,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
89159,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94172,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
184832,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
192152,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
193455,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
191943,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
195121,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
199135,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94529,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
94659,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
55229,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
97597,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
92164,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
36671,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
87768,DO_NOT_BUY,0,0,0,,none_gap_closed,0.0
