sku_number,sku_description,promo_units_expected_to_sell,stock_needed_to_finish_with_target_cover,target_day_one_soh_units,promo_demand_share_of_target_day_one,target_end_stock_share_of_target_day_one,full_target_order_units,recommended_order_units,remaining_day_one_shortfall_units,classification
193126,Npmu Ult Es Pal I Know Tha,1.529,30.0,31.529,0.048,0.952,30,7,23,base_stock_gap
57936,May Lifter Gloss 008 Stone,1.522,6.522,8.044,0.189,0.811,5,0,5,base_stock_gap
90934,Cetaphil Gen Ex Sa Lot 236M,1.5,51.429,52.929,0.028,0.972,52,9,43,base_stock_gap
96608,Npmu Make Em Wndr Fdn Nude,1.5,37.5,39.0,0.038,0.962,37,8,29,base_stock_gap
195102,Tbh Jelly Cleanser 100Ml,1.5,6.429,7.929,0.189,0.811,1,0,1,covered_or_low
87757,Innisfree Clgn G/T Crm 50Ml,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
826960,Bio Oil 125Ml,1.5,6.429,7.929,0.189,0.811,3,0,3,base_stock_gap
89065,Ahc Proshot Hyaluro Serum 40Ml,1.5,6.429,7.929,0.189,0.811,7,0,7,base_stock_gap
69211,Dr Lew Lscs8 Day Def 30Gm,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
54475,Bondi Aero U/D Mousse 200G,1.5,6.429,7.929,0.189,0.811,1,0,1,covered_or_low
96633,Npmu Jelly Job Toast N' Jelly,1.5,6.429,7.929,0.189,0.811,3,0,3,base_stock_gap
31685,Jojoba Citrus Gel Clnsr 125Ml,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
87761,Innisfree Rtnl Cica Amp 30Ml,1.5,6.429,7.929,0.189,0.811,3,0,3,base_stock_gap
96501,May Cloud Mte 05 Coral Ilusion,1.5,6.429,7.929,0.189,0.811,2,0,2,covered_or_low
192922,May Colossal Masc Glam Blk Wtp,1.5,6.429,7.929,0.189,0.811,5,0,5,base_stock_gap
67701,Rim Naturl Bronzer Sunlight,1.5,6.429,7.929,0.189,0.811,5,0,5,base_stock_gap
192033,Avene E/Care Milk Clnsr 200Ml,1.5,6.429,7.929,0.189,0.811,4,0,4,base_stock_gap
389196,Nivea D/E Exfol Scrub 150Ml,1.5,6.429,7.929,0.189,0.811,5,0,5,base_stock_gap
199854,Nivea Mic Water Reg Serum400,1.5,6.429,7.929,0.189,0.811,4,0,4,base_stock_gap
273694,Nivea Clnsg Crm Wash 150Ml,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
51770,Cake Curl Whip Mousse 250Ml,1.5,6.429,7.929,0.189,0.811,1,0,1,covered_or_low
65486,Q+A Caffeine Eye Serum 15Ml,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
94439,S/Control Wrinkle Ptch 24Pk,1.5,6.429,7.929,0.189,0.811,3,0,3,base_stock_gap
51690,Lanolips Llstick Original 3.3G,1.5,6.429,7.929,0.189,0.811,5,0,5,base_stock_gap
93922,Fraim Xl No-Crease Hair Clips,1.5,6.429,7.929,0.189,0.811,0,0,0,covered_or_low
308978,Ck Eternity For Women P 100Ml,1.5,6.429,7.929,0.189,0.811,7,0,7,base_stock_gap
89753,Bb Gradual Tan Lotion 200Ml,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
194047,Csc Brightening Minipeel 30Ml,1.5,6.429,7.929,0.189,0.811,5,0,5,base_stock_gap
60950,Skin Control P/Patch Xl 12P,1.5,6.429,7.929,0.189,0.811,2,0,2,covered_or_low
50382,Cetaphil Ult Gentle Bdy Wsh 1L,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
194012,Csc Hyd Gel Cleanser 150Ml,1.5,6.429,7.929,0.189,0.811,4,0,4,base_stock_gap
90772,Q+A Salicylic Cleanser 125Ml,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
194019,Csc Moisture+ Serum 30Ml,1.5,6.429,7.929,0.189,0.811,5,0,5,base_stock_gap
194040,Csc Moisture+ Cream 50G,1.5,6.429,7.929,0.189,0.811,5,0,5,base_stock_gap
282413,Ego Qv Intens Body Moist 100G,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
94216,Skin Control Lip Mask 6Pk,1.5,6.429,7.929,0.189,0.811,0,0,0,covered_or_low
90153,Npmu Lip Iv Bubblegum Burst,1.5,6.429,7.929,0.189,0.811,5,0,5,base_stock_gap
188032,Skin Control Pore Patch Nose6P,1.5,6.429,7.929,0.189,0.811,4,0,4,base_stock_gap
188636,Bio Oil Body Lotion 250Ml,1.5,6.429,7.929,0.189,0.811,5,0,5,base_stock_gap
94640,You G/Hour Body Lot 350Ml,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
96597,Npmu Ling Ll Stain After Hours,1.5,6.429,7.929,0.189,0.811,2,0,2,covered_or_low
93925,Fraim Satin Sleep Turban,1.5,6.429,7.929,0.189,0.811,1,0,1,covered_or_low
616532,Ego Qv Cream Jar 250G,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
87637,You Beach Bum Lotion 350Ml,1.5,6.429,7.929,0.189,0.811,7,0,7,base_stock_gap
87807,You Beach Bum B/Wash 350Ml,1.5,6.429,7.929,0.189,0.811,7,0,7,base_stock_gap
96498,May Lash Sensa Body Wbl,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
94647,Tena Pants Discreet Wht M 12Pk,1.5,6.429,7.929,0.189,0.811,5,0,5,base_stock_gap
38417,Moogoo Oil Cleans Method 100Ml,1.5,6.429,7.929,0.189,0.811,3,0,3,base_stock_gap
50655,Lor Excel 6.1 Light Ash Brown,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
65635,No7 R&R Cleanse Lotion 200Ml,1.5,6.429,7.929,0.189,0.811,5,0,5,base_stock_gap
90811,Hada Labo Nowrinkle Lotion 150,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
94510,Cetaphil Moisturising Lot 473M,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
93915,Fraim Satin Cus Scrunchies 2Pk,1.5,6.429,7.929,0.189,0.811,0,0,0,covered_or_low
192064,Q+A Salicylic Acid Body Wash,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
51409,Bondi Aero Mousse 200G,1.5,6.429,7.929,0.189,0.811,1,0,1,covered_or_low
735752,T.N Dickinson Witch Hazel 240,1.5,6.429,7.929,0.189,0.811,5,0,5,base_stock_gap
90145,Npmu Duck Plump Ll Subtle Tch,1.5,6.429,7.929,0.189,0.811,6,0,6,base_stock_gap
666842,Bondi Sands Gradual Milk 375Ml,1.5,6.429,7.929,0.189,0.811,5,0,5,base_stock_gap
94279,Aveeno Calm+Res Oat Serum 30Ml,1.5,6.429,7.929,0.189,0.811,4,0,4,base_stock_gap
189241,May Ss Vinyl Ink Unrivaled,1.478,6.336,7.814,0.189,0.811,4,0,4,base_stock_gap
62855,Olay Luminous Vitamin C Serum,1.462,6.264,7.726,0.189,0.811,4,0,4,base_stock_gap
193194,May Ve Col Big Shot Wsh B Blk,1.455,6.234,7.689,0.189,0.811,5,0,5,base_stock_gap
188954,Loreal Age Perf M/Nht Crm 50Ml,1.455,6.234,7.689,0.189,0.811,6,0,6,base_stock_gap
52118,Rexona W Apd A/Inv Fresh 220Ml,1.454,30.0,31.454,0.046,0.954,25,7,18,base_stock_gap
46906,May Ls Matte Ink Self Starter,1.45,6.214,7.664,0.189,0.811,6,0,6,base_stock_gap
198721,May Lifter Liner 007 Big Lift,1.444,6.19,7.634,0.189,0.811,0,0,0,covered_or_low
188997,Garn Micell Hya Aloe Wtr 400Ml,1.444,6.19,7.634,0.189,0.811,7,0,7,base_stock_gap
894710,Palmers Body C/B Oil 250Ml,1.444,6.19,7.634,0.189,0.811,5,0,5,base_stock_gap
667915,Esi Ne Ballet Slippers,1.444,6.19,7.634,0.189,0.811,5,0,5,base_stock_gap
55511,Ogx Argan Oil Dry Spoo 200Ml,1.444,6.19,7.634,0.189,0.811,5,0,5,base_stock_gap
36117,May Fit Me Concealer Caramel,1.435,6.149,7.584,0.189,0.811,6,0,6,base_stock_gap
44019,Avene Dermabsolu Day Crm 50Ml,1.429,6.123,7.552,0.189,0.811,5,0,5,base_stock_gap
40165,Npmu Suede Matte Ll Light Dros,1.429,6.123,7.552,0.189,0.811,7,0,7,base_stock_gap
551139,Tena Pad Instadry 20,1.429,6.123,7.552,0.189,0.811,7,0,7,base_stock_gap
46547,Tom Org Pad Overnight 8Pk,1.429,6.123,7.552,0.189,0.811,6,0,6,base_stock_gap
31106,Rexona M Apd Sprt/Frsh 250Ml,1.429,6.123,7.552,0.189,0.811,6,0,6,base_stock_gap
189359,Aveeno F/G Shampoo 354Ml,1.429,6.123,7.552,0.189,0.811,5,0,5,base_stock_gap
94065,Npmu Smushy Mte Lb Swipe Sesh,1.429,2.0,3.429,0.417,0.583,0,0,0,covered_or_low
17549,Loreal Age Perf Gldn Nght 50Ml,1.417,6.072,7.489,0.189,0.811,4,0,4,base_stock_gap
195409,Npmu Pro Fix Stick Apricot,1.412,6.051,7.463,0.189,0.811,3,0,3,base_stock_gap
15814,Npmu Lg Butter Creme Brulee,1.412,6.051,7.463,0.189,0.811,4,0,4,base_stock_gap
193199,May Falsies Lash Lift B Blk,1.409,6.039,7.448,0.189,0.811,6,0,6,base_stock_gap
189517,Npmu Fat Oil Follow Back,1.4,30.0,31.4,0.045,0.955,28,7,21,base_stock_gap
54418,Esi Base Coat Strong,1.4,6.0,7.4,0.189,0.811,5,0,5,base_stock_gap
307378,Dv Dn Soap Free Wash 1L,1.4,6.0,7.4,0.189,0.811,5,0,5,base_stock_gap
54417,Esi Treat Etui 01 Apricot,1.4,6.0,7.4,0.189,0.811,5,0,5,base_stock_gap
196549,No7 Hydra+ Ha Serum 30Ml,1.4,6.0,7.4,0.189,0.811,7,0,7,base_stock_gap
191880,Cetaphil Moist Lotn Pump 236Ml,1.4,6.0,7.4,0.189,0.811,4,0,4,base_stock_gap
191997,Ego Qv Face Revit Eye Crm 30G,1.4,6.0,7.4,0.189,0.811,4,0,4,base_stock_gap
386448,Nivea D/E Refr Prot Day30 50Ml,1.4,6.0,7.4,0.189,0.811,6,0,6,base_stock_gap
55410,May Es Tat Brw Geltint Dark Br,1.391,5.963,7.354,0.189,0.811,4,0,4,base_stock_gap
42830,Sukin Rosehip Facial Scrub,1.385,5.934,7.319,0.189,0.811,2,0,2,covered_or_low
62911,Rim Scndl Eye Def Intense Blck,1.375,30.0,31.375,0.044,0.956,28,7,21,base_stock_gap
34109,Rim E/Liner Kohl Jet Black,1.375,30.0,31.375,0.044,0.956,29,6,23,base_stock_gap
90151,Npmu Lip Iv Hydra-Honey,1.375,5.893,7.268,0.189,0.811,1,0,1,covered_or_low
192031,Avene Toler Int Recov Srm 30Ml,1.375,5.893,7.268,0.189,0.811,4,0,4,base_stock_gap
60630,Rim Lst Fin Ll Spice 110,1.375,5.893,7.268,0.189,0.811,7,0,7,base_stock_gap
191955,Garn Mango Vit C Bdy Crm 380Ml,1.375,5.893,7.268,0.189,0.811,7,0,7,base_stock_gap
90348,Loreal Revita Tri-Pep Srm 30Ml,1.375,5.893,7.268,0.189,0.811,5,0,5,base_stock_gap
90163,Npmu Bmelt Hlight Bright Butta,1.375,5.893,7.268,0.189,0.811,4,0,4,base_stock_gap
195157,Garnier Cocoa Body Food 380Ml,1.375,5.893,7.268,0.189,0.811,5,0,5,base_stock_gap
66734,Rexona W Apd Ad Wtrml/F 220Ml,1.364,5.844,7.208,0.189,0.811,5,0,5,base_stock_gap
52114,Rexona M Apd A/Inv Ice/F 220Ml,1.364,5.844,7.208,0.189,0.811,5,0,5,base_stock_gap
24924,Olay Regen M/Sculpt Fc Crm 50G,1.357,5.816,7.173,0.189,0.811,4,0,4,base_stock_gap
63112,Npmu Shine Killer Prim 01,1.353,5.798,7.151,0.189,0.811,5,0,5,base_stock_gap
66906,Npmu Ult Shad Primer 01 Light,1.353,5.798,7.151,0.189,0.811,1,0,1,covered_or_low
193142,Npmu Bwm Calm Conclr Med Vnla,1.353,5.798,7.151,0.189,0.811,4,0,4,base_stock_gap
483796,Antip Joyful Hnd&Bdy Crm 120Ml,1.348,5.776,7.124,0.189,0.811,4,0,4,base_stock_gap
483648,Antip Div C/R R/H&Avo F/O 30Ml,1.348,5.776,7.124,0.189,0.811,5,0,5,base_stock_gap
198719,May Lifter Liner 005 On It,1.333,5.714,7.047,0.189,0.811,5,0,5,base_stock_gap
94566,May Brow Ultra Slim Blk Brown,1.333,5.714,7.047,0.189,0.811,5,0,5,base_stock_gap
22907,Lrp Eff Mask,1.333,5.714,7.047,0.189,0.811,0,0,0,covered_or_low
88733,Daily Ceramide Night Cream 50G,1.333,5.714,7.047,0.189,0.811,0,0,0,covered_or_low
366781,Palmers Body C/B Rh Oil 150Ml,1.333,5.714,7.047,0.189,0.811,4,0,4,base_stock_gap
192342,Neut Ult Gen Moist Spf15 100Ml,1.333,5.714,7.047,0.189,0.811,5,0,5,base_stock_gap
37407,Dr Lew Micellar Water 400M,1.333,5.714,7.047,0.189,0.811,5,0,5,base_stock_gap
16565,Garn Micellar Water Oil 400Ml,1.333,5.714,7.047,0.189,0.811,0,0,0,covered_or_low
679024,Loreal R/Lift Night 50Ml,1.333,5.714,7.047,0.189,0.811,2,0,2,covered_or_low
38414,Moogoo Milk Wash 500Ml,1.333,5.714,7.047,0.189,0.811,0,0,0,covered_or_low
38449,Moogoo Sunscreen Spf 40 200G,1.333,5.714,7.047,0.189,0.811,3,0,3,base_stock_gap
44251,Moogoo Full Cream Moist 120G,1.333,5.714,7.047,0.189,0.811,4,0,4,base_stock_gap
192261,Moogoo Ultr Hydrt Face Crm 75G,1.333,5.714,7.047,0.189,0.811,0,0,0,covered_or_low
7236,Palmers Body C/Oil Lot 250Ml,1.333,5.714,7.047,0.189,0.811,5,0,5,base_stock_gap
198464,Hada Labo Prem Firming Cream,1.333,5.714,7.047,0.189,0.811,5,0,5,base_stock_gap
199069,Npmu Btrmlt Blsh Feeling Butta,1.333,5.714,7.047,0.189,0.811,3,0,3,base_stock_gap
7235,Palmers Oil Body Ltn 400Ml,1.333,5.714,7.047,0.189,0.811,4,0,4,base_stock_gap
92437,Bondi Sunny Spf50+ Serum 30Ml,1.333,5.714,7.047,0.189,0.811,7,0,7,base_stock_gap
519480,Plunk 99% Pure A/V Gel 75G,1.333,5.714,7.047,0.189,0.811,5,0,5,base_stock_gap
94287,Bioderma Snsbio Clns Oil 300Ml,1.333,5.714,7.047,0.189,0.811,2,0,2,covered_or_low
199407,Tbh Large Patches 40Pk,1.333,5.714,7.047,0.189,0.811,5,0,5,base_stock_gap
584258,Neut Extra Gentle Cln 200Ml,1.333,5.714,7.047,0.189,0.811,4,0,4,base_stock_gap
321338,Nivea Body Exp/Hydra Lot 400Ml,1.333,5.714,7.047,0.189,0.811,1,0,1,covered_or_low
197809,U By Kotex Teen Regular Wing 1,1.333,5.714,7.047,0.189,0.811,0,0,0,covered_or_low
188739,Hada Labo Tokyo Hydra Gel 50Ml,1.333,5.714,7.047,0.189,0.811,4,0,4,base_stock_gap
31522,Mf 2000 Cal Dramatic Vol Blk,1.333,5.714,7.047,0.189,0.811,3,0,3,base_stock_gap
193722,No7 Rad+ 15% Vit C Serum 25Ml,1.333,5.714,7.047,0.189,0.811,3,0,3,base_stock_gap
192806,White Glo Ex Whx5 T/Paste 115G,1.333,5.714,7.047,0.189,0.811,5,0,5,base_stock_gap
192861,Bondi Sands F&B Drops Dk 30Ml,1.333,5.714,7.047,0.189,0.811,2,0,2,covered_or_low
342491,Nivea Apd R/O B&W Clear 50Ml,1.333,5.714,7.047,0.189,0.811,3,0,3,base_stock_gap
195092,Hl Tokyo Aa Ltn Spr Hyd 150Ml,1.333,5.714,7.047,0.189,0.811,5,0,5,base_stock_gap
20842,Ego Qv Intens Cream 100G,1.333,5.714,7.047,0.189,0.811,3,0,3,base_stock_gap
188745,Hada Labo Tokyo Eye Cream,1.333,5.714,7.047,0.189,0.811,5,0,5,base_stock_gap
199949,Loreal Brght & Pore Vit C Crm,1.333,5.714,7.047,0.189,0.811,3,0,3,base_stock_gap
195098,Olay Reg Ret24 Max Cream 50G,1.321,5.663,6.984,0.189,0.811,5,0,5,base_stock_gap
57314,Olay Regen Ret Night Serm 30Ml,1.321,5.663,6.984,0.189,0.811,4,0,4,base_stock_gap
36130,May Iar Eraser Dk Circ Caramel,1.312,5.625,6.937,0.189,0.811,6,0,6,base_stock_gap
38582,Rim Maxi Blush Shade 003,1.312,5.625,6.937,0.189,0.811,5,0,5,base_stock_gap
34105,Rim E/Liner Kohl Brown,1.312,5.625,6.937,0.189,0.811,4,0,4,base_stock_gap
72982,Loreal R/Lift Fil E/Serum 20Ml,1.312,5.625,6.937,0.189,0.811,4,0,4,base_stock_gap
380790,Sukin Facial Scrub 125Ml,1.308,5.604,6.912,0.189,0.811,3,0,3,base_stock_gap
27983,Urbane Mess Hair Pl/Putty 85G,1.3,5.571,6.871,0.189,0.811,2,0,2,covered_or_low
92951,Olay Ultra Firming Serum 30Ml,1.3,5.571,6.871,0.189,0.811,0,0,0,covered_or_low
191100,Tena Pant Night Medium 12,1.3,5.571,6.871,0.189,0.811,5,0,5,base_stock_gap
189519,Npmu Butter Lg Butterscotch,1.294,30.0,31.294,0.041,0.959,30,7,23,base_stock_gap
195405,Npmu Vivid Mech Smokin Top,1.294,5.546,6.84,0.189,0.811,5,0,5,base_stock_gap
184854,Epzen Calm Body Wash 750Ml,1.286,5.51,6.796,0.189,0.811,4,0,4,base_stock_gap
94062,Npmu Bmelt Brnz Butta Ballin',1.286,5.51,6.796,0.189,0.811,5,0,5,base_stock_gap
94073,Npmu Fat Cheek Blsh Fig Fizz,1.286,5.51,6.796,0.189,0.811,5,0,5,base_stock_gap
39412,May Fs Cbrnz Pwd 300 Deep Cool,1.286,5.51,6.796,0.189,0.811,5,0,5,base_stock_gap
40164,Npmu Suede Matte Ll Freespirit,1.286,5.51,6.796,0.189,0.811,4,0,4,base_stock_gap
94056,Npmu Lft Snat Brw Tint Espress,1.286,5.51,6.796,0.189,0.811,3,0,3,base_stock_gap
57315,Olay Regen Ret Night Moist 50G,1.286,5.51,6.796,0.189,0.811,4,0,4,base_stock_gap
93996,May Lift Glaze 002 Pink Drip,1.273,5.454,6.727,0.189,0.811,5,0,5,base_stock_gap
196004,May Build A Brow 260 Deep,1.273,5.454,6.727,0.189,0.811,4,0,4,base_stock_gap
52121,Rexona M Apd Adv Inv B+W 220Ml,1.273,5.454,6.727,0.189,0.811,5,0,5,base_stock_gap
46573,Tena Pants Disc Super Med 9Pk,1.273,5.454,6.727,0.189,0.811,5,0,5,base_stock_gap
369403,Tena For Men Level 4 Med/Lge 8,1.273,5.454,6.727,0.189,0.811,3,0,3,base_stock_gap
199058,Npmu Brow Glue Med Brown,1.267,5.429,6.696,0.189,0.811,4,0,4,base_stock_gap
185192,C/Counc Spt Dt Lot Spf50+500Ml,1.267,5.429,6.696,0.189,0.811,3,0,3,base_stock_gap
199068,Npmu Btrmlt Blsh Getting Butta,1.267,5.429,6.696,0.189,0.811,3,0,3,base_stock_gap
198704,May Lash Sensa Firework Wtp,1.263,30.0,31.263,0.04,0.96,29,7,22,base_stock_gap
30537,May Ss Matte Ink Lover,1.261,30.0,31.261,0.04,0.96,28,7,21,base_stock_gap
57928,May Iar Eraser Dk Circ Sand,1.261,30.0,31.261,0.04,0.96,30,7,23,base_stock_gap
16527,Loreal R/Lift Eye/Fl Tub 15Ml,1.25,42.857,44.107,0.028,0.972,43,8,35,base_stock_gap
192197,Bioderma Sensibio Defen Serum,1.25,5.357,6.607,0.189,0.811,5,0,5,base_stock_gap
668814,Esi Nc All In One Base Coat,1.25,5.357,6.607,0.189,0.811,4,0,4,base_stock_gap
15220,Sun Bum Spray Spf50 177Ml,1.25,5.357,6.607,0.189,0.811,4,0,4,base_stock_gap
87608,Rim Thrlskr Glsygls Pne Aple,1.25,5.357,6.607,0.189,0.811,4,0,4,base_stock_gap
32659,Dr Lew Refining Toner 120Ml,1.25,5.357,6.607,0.189,0.811,5,0,5,base_stock_gap
38584,Rim Maxi Blush Shade 006,1.25,5.357,6.607,0.189,0.811,3,0,3,base_stock_gap
96458,May Lift Ls Stn Maybe Soft 106,1.25,5.357,6.607,0.189,0.811,0,0,0,covered_or_low
96466,May Lifter Conceal 20,1.25,5.357,6.607,0.189,0.811,3,0,3,base_stock_gap
96503,May Cloud Mte 08 Enchant Mauve,1.25,5.357,6.607,0.189,0.811,3,0,3,base_stock_gap
96468,May Lifter Conceal 35,1.25,5.357,6.607,0.189,0.811,4,0,4,base_stock_gap
90110,May Iar Col Corrector Green,1.25,5.357,6.607,0.189,0.811,4,0,4,base_stock_gap
74329,Excel Cool 7.11 Ult Dk Ash Bln,1.25,5.357,6.607,0.189,0.811,5,0,5,base_stock_gap
22400,Lor Magic Ret Auburn,1.25,5.357,6.607,0.189,0.811,5,0,5,base_stock_gap
67434,Sun Bum Scalp/Hair Mist Spf30,1.25,5.357,6.607,0.189,0.811,5,0,5,base_stock_gap
4306,Bondi Liquid Gold Oil 150Ml,1.25,5.357,6.607,0.189,0.811,1,0,1,covered_or_low
186512,Sun Bum Min Lotion Spf50+ 88Ml,1.25,5.357,6.607,0.189,0.811,6,2,4,base_stock_gap
62912,Rim Scndl Eye Def Choc Brown,1.25,5.357,6.607,0.189,0.811,5,0,5,base_stock_gap
90164,Npmu Bmelt Hlight Glaze Butta,1.25,5.357,6.607,0.189,0.811,5,0,5,base_stock_gap
193613,Sundae Kids Bblgm Shwfm 222G,1.25,5.357,6.607,0.189,0.811,5,0,5,base_stock_gap
65481,Q+A Hyaluronic Cleanser 125Ml,1.25,5.357,6.607,0.189,0.811,0,0,0,covered_or_low
26141,Olay Regen Detox Scrub 150Ml,1.25,5.357,6.607,0.189,0.811,4,0,4,base_stock_gap
96150,Rim My Plump Lip Shaper Ll Cac,1.25,5.357,6.607,0.189,0.811,4,0,4,base_stock_gap
195431,Npmu Duck Plmp Nude Swings,1.235,30.0,31.235,0.04,0.96,27,7,20,base_stock_gap
15769,Npmu 3C Palette Light,1.235,30.0,31.235,0.04,0.96,31,7,24,base_stock_gap
193128,Npmu Ult Es Pal Vintage Je,1.235,5.294,6.529,0.189,0.811,2,0,2,covered_or_low
416917,Sukin Organic Rosehip Oil 25Ml,1.231,5.275,6.506,0.189,0.811,5,0,5,base_stock_gap
192924,May Falsies Very Black Wtp,1.227,5.26,6.487,0.189,0.811,5,0,5,base_stock_gap
888133,Aveeno D/Moist Lotion 354Ml,1.222,5.238,6.46,0.189,0.811,5,0,5,base_stock_gap
55512,Ogx Coco Mlk Dry Spoo 200Ml,1.222,5.238,6.46,0.189,0.811,4,0,4,base_stock_gap
73205,Garn Micellar Vit C Water 400,1.222,5.238,6.46,0.189,0.811,4,0,4,base_stock_gap
400734,Palmers Body C/B Lot 250Ml,1.222,5.238,6.46,0.189,0.811,2,0,2,covered_or_low
189601,Esi Care Stay Longer Top Coat,1.222,5.238,6.46,0.189,0.811,4,0,4,base_stock_gap
35779,Palmers C/Oil Firm Ltn 250Ml,1.222,5.238,6.46,0.189,0.811,5,0,5,base_stock_gap
189242,May Ss Vinyl Ink Witty,1.217,5.217,6.434,0.189,0.811,4,0,4,base_stock_gap
57937,May Lifter Gloss 009 Topaz,1.217,5.217,6.434,0.189,0.811,3,0,3,base_stock_gap
388823,Dv Ehg Soap-Free Wash 1L,1.2,5.143,6.343,0.189,0.811,5,0,5,base_stock_gap
36995,C/Counc Bb Cream Spf50 Med 50,1.2,5.143,6.343,0.189,0.811,2,0,2,covered_or_low
65591,No7 R&R Day Cream 50Ml,1.2,5.143,6.343,0.189,0.811,0,0,0,covered_or_low
544795,Vagisil Cream 25G S3,1.2,5.143,6.343,0.189,0.811,2,0,2,covered_or_low
307459,Cetaphil Daily Adv Moist 226G,1.2,5.143,6.343,0.189,0.811,3,0,3,base_stock_gap
65843,No7 Rad+ Exfol Cleanser 100Ml,1.2,5.143,6.343,0.189,0.811,5,0,5,base_stock_gap
459844,Cetaphil Moisturising Crm 250G,1.2,5.143,6.343,0.189,0.811,4,0,4,base_stock_gap
195241,Loreal Cell Renewal Mid Eyecrm,1.2,5.143,6.343,0.189,0.811,5,0,5,base_stock_gap
195043,Loreal Brt Rvl Dk St Srm 30Ml,1.188,5.089,6.277,0.189,0.811,3,0,3,base_stock_gap
196001,May Build A Brow 262 Black,1.182,5.065,6.247,0.189,0.811,3,0,3,base_stock_gap
195984,May Hyp Prec Liner 700 Black,1.182,5.065,6.247,0.189,0.811,3,0,3,base_stock_gap
252668,Mf M/Up Miracle Touch Natural,1.182,5.065,6.247,0.189,0.811,4,0,4,base_stock_gap
234931,Olay Comp Uv Sens Ltn 150Ml,1.182,5.065,6.247,0.189,0.811,2,0,2,covered_or_low
195406,Npmu Vivid Mech Always Onx,1.176,5.042,6.218,0.189,0.811,3,0,3,base_stock_gap
189240,May Ss Vinyl Ink Red-Hot,1.174,5.031,6.205,0.189,0.811,3,0,3,base_stock_gap
36116,May Fitme Concealer Honey,1.174,5.031,6.205,0.189,0.811,5,0,5,base_stock_gap
36469,Bondi/S Glo Matte 1D Tan 100Ml,1.167,5.0,6.167,0.189,0.811,0,0,0,covered_or_low
199739,Bioderma Cicabio Creme 40Ml,1.167,5.0,6.167,0.189,0.811,2,0,2,covered_or_low
638411,Bondi Sands L/M Foam 200Ml,1.167,5.0,6.167,0.189,0.811,0,0,0,covered_or_low
625,B/Bees Vanilla L/Balm Hang,1.167,5.0,6.167,0.189,0.811,1,0,1,covered_or_low
291252,Ogx Coconut Milk Cd 385Ml,1.167,5.0,6.167,0.189,0.811,4,0,4,base_stock_gap
95615,Mf 2000 Cal Lng Lsh Masc Blk,1.167,5.0,6.167,0.189,0.811,2,0,2,covered_or_low
4662,Ogx Hy Rp Mor Ext Str Cd 385Ml,1.167,5.0,6.167,0.189,0.811,4,0,4,base_stock_gap
38201,Bondi Sands Gold Foam 200Ml,1.167,5.0,6.167,0.189,0.811,2,0,2,covered_or_low
298352,Ogx Collagen Sp 385Ml,1.167,5.0,6.167,0.189,0.811,2,0,2,covered_or_low
197810,U By Kotex Teen Super Wing 12,1.167,5.0,6.167,0.189,0.811,2,0,2,covered_or_low
67025,Bondi Sands Ex Dark Foam 200Ml,1.167,5.0,6.167,0.189,0.811,0,0,0,covered_or_low
57612,May Iar Eraser Dk Circ Neutral,1.158,30.0,31.158,0.037,0.963,31,7,24,base_stock_gap
259489,Olay T/Eff+ Foam Clns 100G,1.158,4.962,6.12,0.189,0.811,4,0,4,base_stock_gap
94071,Npmu Smushy Mte Lb Swipe 2 Sm,1.143,39.643,40.786,0.028,0.972,38,9,29,base_stock_gap
22225,Npmu Suede Matte Ll Alabama,1.143,4.898,6.041,0.189,0.811,4,0,4,base_stock_gap
307351,Dv Dn Soap Free Wash 500Ml,1.143,4.898,6.041,0.189,0.811,5,0,5,base_stock_gap
38392,May Fit Me Loose Pwd Light Med,1.136,8.571,9.707,0.117,0.883,8,2,6,base_stock_gap
18260,Rim El Micro Relaunch,1.133,4.857,5.99,0.189,0.811,2,0,2,covered_or_low
46904,May Ls Matte Ink Artist,1.13,4.845,5.975,0.189,0.811,4,0,4,base_stock_gap
69751,Antip Glo Vit C B/Serum 30Ml,1.13,4.845,5.975,0.189,0.811,5,0,5,base_stock_gap
67700,Rim Lst Fin L/L Epic Brgnd,1.125,39.643,40.768,0.028,0.972,40,9,31,base_stock_gap
645745,Olay Moist Sens Cream 100G,1.125,30.0,31.125,0.036,0.964,27,7,20,base_stock_gap
68443,Bioderma Sensibio Defensive,1.125,4.821,5.946,0.189,0.811,2,0,2,covered_or_low
