sku_number,promo_cover_order_units,base_stock_replenishment_units,full_target_order_units_after,raw_model_order_units,commercial_recommended_order_units_after,recommended_promo_cover_order_units,recommended_base_stock_order_units,remaining_promo_cover_gap_units,remaining_base_stock_gap_units,decision,commercial_recommended_order_units_before,full_target_order_units_before
198651,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
73220,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
90483,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
94490,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
184833,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97596,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97498,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97496,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96642,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
197586,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
192005,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94174,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97302,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97497,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
192186,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97575,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97300,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96625,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96451,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96165,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96656,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96609,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96602,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96603,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96610,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96511,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96164,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96632,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96643,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97595,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97573,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88303,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96448,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97987,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88781,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
91458,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
91462,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
97856,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
97857,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
97858,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
97859,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
167940,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
167941,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
167942,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
198653,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
188804,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
192846,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
90450,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
199943,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94492,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
193068,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
43907,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90479,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90481,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97203,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97200,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97194,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
24359,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167948,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94695,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96612,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97864,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97865,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97866,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97867,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97868,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97869,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97870,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91904,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94051,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91031,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95865,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97140,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97141,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97143,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
193055,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90988,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167110,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88380,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95846,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95842,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97981,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
89770,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
167329,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
167335,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
188806,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
908614,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
96507,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
97126,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94497,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
198288,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97133,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95857,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
388971,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
194687,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97122,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97125,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97121,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97124,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88445,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
71914,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90996,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97579,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
93861,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92515,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
198290,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98015,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
197262,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91010,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167083,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
188027,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96490,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
96492,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
96493,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
96494,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
96495,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
96496,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
96497,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
94170,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
94171,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
91074,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
96505,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
96506,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
91042,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
91060,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
91936,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
95832,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
91004,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
91009,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
193458,0,0,0,1,0,0,0,0,0,DO_NOT_BUY,0,0
94455,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
95850,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
92133,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92134,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96352,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
193074,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90903,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88460,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92175,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
195524,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
93868,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
66797,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167333,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
94173,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
88364,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
197585,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
97632,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94494,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97322,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98023,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98135,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98078,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98184,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
43527,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98173,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98174,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98176,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98177,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
195018,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
250236,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98114,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98130,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98132,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97311,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98081,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98080,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98109,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98128,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98129,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97320,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167564,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167549,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167568,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167545,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167556,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167563,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167555,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167533,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97161,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
195575,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
96462,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94906,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94909,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
64088,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90813,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94538,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94658,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97199,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92141,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
51769,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167557,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167537,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167539,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167541,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167543,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167559,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167561,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
197263,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
187639,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
65469,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
94107,0,0,0,1,0,0,0,0,0,DO_NOT_BUY,0,0
62311,0,0,0,1,0,0,0,0,0,DO_NOT_BUY,0,0
199080,0,0,0,1,0,0,0,0,0,DO_NOT_BUY,0,0
96463,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
522287,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
96461,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97539,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
191366,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
191367,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
93866,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
186362,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
72664,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
626724,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88446,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88447,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
190016,0,1,1,2,0,0,0,0,1,DO_NOT_BUY,0,1
88067,0,0,0,1,0,0,0,0,0,DO_NOT_BUY,0,0
194086,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
5192,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
95098,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
95093,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
95094,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
95099,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
716820,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
92765,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97541,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95387,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95391,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
668491,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97678,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88055,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
194000,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95097,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95100,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95095,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95096,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97556,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88444,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
198286,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
193699,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97558,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
186550,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97195,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
53686,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
38297,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97549,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97552,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97704,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97705,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97706,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
598275,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
195528,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
985465,0,1,1,2,0,0,0,0,1,DO_NOT_BUY,0,1
89161,0,0,0,1,0,0,0,0,0,DO_NOT_BUY,0,0
189551,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
204579,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
198535,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
89379,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
90894,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
89756,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
96699,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96704,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90385,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90387,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
89874,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88780,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
193454,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94255,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
89769,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
89754,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90522,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
93846,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92856,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
93847,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
307548,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
190073,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
5378,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
592188,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167585,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92174,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
647552,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88325,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97554,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
97572,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
98136,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
98117,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
95875,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
98118,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
167101,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
167145,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
98138,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
167133,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
350699,0,1,1,2,0,0,0,0,1,DO_NOT_BUY,0,1
451096,0,1,1,2,0,0,0,0,1,DO_NOT_BUY,0,1
74442,0,1,1,2,0,0,0,0,1,DO_NOT_BUY,0,1
60996,0,1,1,2,0,0,0,0,1,DO_NOT_BUY,0,1
940194,0,1,1,2,0,0,0,0,1,DO_NOT_BUY,0,1
91543,0,0,0,1,0,0,0,0,0,DO_NOT_BUY,0,0
267575,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
97594,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
196364,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
89761,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
188691,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
88355,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
97435,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
87654,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91030,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
567302,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
591461,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91052,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88242,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
194035,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
93848,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
93851,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
188942,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
197210,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
68083,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97769,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
93923,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
185259,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
537187,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
5446,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92181,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88388,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
56951,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95874,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
197748,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91018,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88283,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95885,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
190072,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97201,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
97947,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
97576,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
95114,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
167572,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
167548,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
58111,0,1,1,2,0,0,0,0,1,DO_NOT_BUY,0,1
38463,0,1,1,2,0,0,0,0,1,DO_NOT_BUY,0,1
97652,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
96703,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
396532,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
203750,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
91910,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
91038,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
91947,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
91967,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
95861,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
92153,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
591404,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
91895,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
91150,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
333786,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
50701,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97846,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91070,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91877,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91878,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167105,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167109,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90998,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167593,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98108,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91071,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91945,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91905,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91048,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91059,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91944,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91954,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91937,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
56950,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91872,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91906,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91863,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91956,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91948,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91033,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91066,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91951,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92180,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92140,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167546,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95860,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
