priority_rank,store_number,promotion_name,promotion_start_date,promotion_end_date,promotion_days,prediction_date,days_until_promotion_start,sku_number,sku_description,decision,order_strategy,recommended_order_basis,promo_units_expected_to_sell,stock_needed_for_promo_sales,stock_needed_to_finish_with_target_cover,order_needed_to_cover_promo_sales,order_needed_to_reach_full_stock_target,full_target_order_units,recommended_promo_cover_order_units,recommended_base_stock_order_units,commercial_recommended_order_units,recommended_order_units,remaining_promo_sales_stock_gap,remaining_end_stock_gap,remaining_shortfall_after_commercial_recommendation_units,remaining_day_one_shortfall_units,commercial_coverage_ratio,recommendation_coverage_ratio,raw_model_order_units,operator_review_order_low_units,operator_review_order_high_units,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,target_stock_on_hand_at_promo_end_units,total_expected_demand_to_promo_end_units,projected_stock_on_hand_at_promo_end_units,discount_percent,avg_promo_demand_same_discount_units,expected_gp_dollars,capital_at_risk_dollars,confidence_score,confidence_label,data_quality_score,data_quality_label,decision_quality_label,stock_target_conflict_flag,reason_demand,reason_stock,reason_order,reason_risk,reason_rejection_or_hold,human_review_required,review_reason,model_status,production_ordering_approved,customer_report_release_approved,operator_decision,operator_recommended_units,operator_notes,promo_portion_visible,base_portion_visible,partial_or_full,gap_explained
21,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,92846,Cerave Foaming Cleanser Refill,REVIEW,PARTIAL_PROMO_COVER_REVIEW,none,23.0,23.0,98.571,23,99,122,0,0,0,0,23,99,122,122,0.0,0.0,0,0,122,121.571,0.0,0.0,1,0,3.286,98.571,26.286,-23.0,40.0,23.0,0.02,14.98,25,VERY_LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.0; promo cover required 23.0 units; base-stock required 98.6 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 23 units; base-stock replenishment gap 99 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,promo_period_demand_fallback; projected_start_stock_floored_flag; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
22,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,188713,Cerave Eye Repair Cream 14Ml,REVIEW,PARTIAL_PROMO_COVER_REVIEW,raw_model_order,22.0,22.0,94.286,22,94,116,2,0,2,2,20,94,114,114,0.017,0.017,2,2,116,116.286,0.0,2.0,0,0,3.143,94.286,25.143,-20.0,40.0,22.0,0.03,11.47,48,LOW,80.0,HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.0; promo cover required 22.0 units; base-stock required 94.3 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 22 units; base-stock replenishment gap 94 units; raw model 2; commercial recommended promo 2 + base 0 = 2. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,risk_or_review_flag; promo_period_demand_fallback; projected_start_stock_floored_flag; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,partial,True
23,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,16859,Lrp Anth Xl Ult Crm Spf50 50Ml,REVIEW,PARTIAL_PROMO_COVER_REVIEW,none,21.667,21.667,92.857,21,93,114,0,0,0,0,21,93,114,114,0.0,0.0,0,0,114,114.524,0.905,0.905,4,0,3.095,92.857,24.762,-20.762,40.0,21.667,0.25,30.69,42,LOW,80.0,HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 21.7 units; base-stock required 92.9 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 21 units; base-stock replenishment gap 93 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
24,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90912,Cerave Face Moist Lotion Spf50,REVIEW,PARTIAL_PROMO_COVER_REVIEW,none,21.0,21.0,90.0,20,90,110,0,0,0,0,20,90,110,110,0.0,0.0,0,0,110,111.0,1.0,1.0,4,0,3.0,90.0,24.0,-20.0,40.0,21.0,0.1,21.93,50,MEDIUM,86.0,VERY_HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 21.0 units; base-stock required 90.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 20 units; base-stock replenishment gap 90 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,promo_period_demand_fallback; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
25,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,91149,Col Tp Adv Wht Baking Soda 180,REVIEW,PARTIAL_PROMO_COVER_REVIEW,raw_model_order,21.0,21.0,90.0,21,90,111,16,0,16,16,5,90,95,95,0.144,0.144,16,16,111,111.0,0.0,16.0,3,0,3.0,90.0,24.0,-5.0,9.1,0.0,31.68,4.8,47,LOW,49.0,LOW,REVIEW_STOCK_GAP,1,Promo-period demand from audited promotion-period evidence; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.0; promo cover required 21.0 units; base-stock required 90.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 21 units; base-stock replenishment gap 90 units; raw model 16; commercial recommended promo 16 + base 0 = 16. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,partial,True
26,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,188699,Cerave Hydrating Clns 473Ml,REVIEW,PARTIAL_PROMO_COVER_REVIEW,none,20.0,20.0,85.714,17,86,103,0,0,0,0,17,86,103,103,0.0,0.0,0,0,103,105.714,3.143,3.143,6,0,2.857,85.714,22.857,-16.857,40.0,20.0,0.01,33.77,48,LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.1; promo cover required 20.0 units; base-stock required 85.7 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 17 units; base-stock replenishment gap 86 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,promo_period_demand_fallback; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
27,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,92847,Cerave Hydrating Cleans Refill,REVIEW,PARTIAL_PROMO_COVER_REVIEW,none,20.0,20.0,85.714,20,86,106,0,0,0,0,20,86,106,106,0.0,0.0,0,0,106,105.714,0.0,0.0,2,0,2.857,85.714,22.857,-20.0,40.0,20.0,0.09,14.96,25,VERY_LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.0; promo cover required 20.0 units; base-stock required 85.7 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 20 units; base-stock replenishment gap 86 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,promo_period_demand_fallback; projected_start_stock_floored_flag; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
28,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,87550,Lrp Xl Wet Skin Spf 50+ 200Ml,REVIEW,PARTIAL_PROMO_COVER_REVIEW,none,19.0,19.0,81.429,19,81,100,0,0,0,0,19,81,100,100,0.0,0.0,0,0,100,100.429,0.286,0.286,3,0,2.714,81.429,21.714,-18.714,40.0,19.0,0.02,24.95,40,LOW,80.0,HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.3; promo cover required 19.0 units; base-stock required 81.4 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 19 units; base-stock replenishment gap 81 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
29,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,188704,Cerave Foaming Cleanser 473Ml,REVIEW,PARTIAL_PROMO_COVER_REVIEW,none,18.0,18.0,77.143,18,77,95,0,0,0,0,18,77,95,95,0.0,0.0,0,0,95,95.143,0.429,0.429,3,0,2.571,77.143,20.571,-17.571,40.0,18.0,0.02,13.23,49,LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.4; promo cover required 18.0 units; base-stock required 77.1 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 18 units; base-stock replenishment gap 77 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,promo_period_demand_fallback; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
30,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,88414,Es Lashes To Impress 03,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,raw_model_order,17.5,17.5,75.0,17,75,92,15,0,15,15,2,75,77,77,0.163,0.163,15,15,92,92.5,0.5,15.5,3,0,2.5,75.0,20.0,-2.0,9.1,0.0,4.38,18.19,60,MEDIUM,49.0,LOW,REVIEW_STOCK_GAP,1,Promo-period demand from audited promotion-period evidence; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.5; promo cover required 17.5 units; base-stock required 75.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 17 units; base-stock replenishment gap 75 units; raw model 15; commercial recommended promo 15 + base 0 = 15. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,partial,True
31,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,698571,Bioderma Sensibio H20 500Ml,REVIEW,PARTIAL_PROMO_COVER_REVIEW,none,16.818,16.818,72.078,4,72,76,0,0,0,0,4,72,76,76,0.0,0.0,0,0,76,88.896,12.597,12.597,15,0,2.403,72.078,19.221,-4.221,40.0,16.818,0.12,157.91,33,LOW,80.0,HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 12.6; promo cover required 16.8 units; base-stock required 72.1 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 4 units; base-stock replenishment gap 72 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
32,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,948829,Lrp Soothing Lotion 200Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,16.333,16.333,70.0,2,70,72,0,0,0,0,2,70,72,72,0.0,0.0,0,0,72,86.333,14.667,14.667,17,0,2.333,70.0,18.666,-1.666,40.0,16.333,0.22,230.88,26,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 14.7; promo cover required 16.3 units; base-stock required 70.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 2 units; base-stock replenishment gap 70 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
33,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90914,Cerave Int Moist Lotion 473,REVIEW,PARTIAL_PROMO_COVER_REVIEW,none,16.0,16.0,68.571,15,69,84,0,0,0,0,15,69,84,84,0.0,0.0,0,0,84,84.571,0.714,0.714,3,0,2.286,68.571,18.286,-15.286,40.0,16.0,0.1,21.5,49,LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.7; promo cover required 16.0 units; base-stock required 68.6 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 15 units; base-stock replenishment gap 69 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,promo_period_demand_fallback; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
34,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,92848,Cerave Moist Cream Refill,REVIEW,PARTIAL_PROMO_COVER_REVIEW,raw_model_order,16.0,16.0,68.571,16,69,85,2,0,2,2,14,69,83,83,0.024,0.024,2,2,85,84.571,0.0,2.0,0,0,2.286,68.571,18.286,-14.0,40.0,16.0,0.13,16.42,26,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.0; promo cover required 16.0 units; base-stock required 68.6 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 16 units; base-stock replenishment gap 69 units; raw model 2; commercial recommended promo 2 + base 0 = 2. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,risk_or_review_flag; low_confidence_buy; promo_period_demand_fallback; projected_start_stock_floored_flag; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,partial,True
35,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,92849,Cerave Moist Lotion Refill,REVIEW,PARTIAL_PROMO_COVER_REVIEW,none,16.0,16.0,68.571,13,69,82,0,0,0,0,13,69,82,82,0.0,0.0,0,0,82,84.571,2.714,2.714,5,0,2.286,68.571,18.286,-13.286,40.0,16.0,0.11,30.15,25,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.7; promo cover required 16.0 units; base-stock required 68.6 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 13 units; base-stock replenishment gap 69 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
36,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,367011,Lanolips 101 O/Ment Balm 15G,REVIEW,PARTIAL_PROMO_COVER_REVIEW,none,15.5,15.5,66.429,4,66,70,0,0,0,0,4,66,70,70,0.0,0.0,0,0,70,81.929,11.786,11.786,14,0,2.214,66.429,17.714,-3.714,40.0,15.5,0.22,48.35,49,LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 11.8; promo cover required 15.5 units; base-stock required 66.4 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 4 units; base-stock replenishment gap 66 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,promo_period_demand_fallback; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
37,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,27193,Lrp Anth D/T Spf50+ 50Ml,REVIEW,PARTIAL_PROMO_COVER_REVIEW,none,15.333,15.333,65.714,11,66,77,0,0,0,0,11,66,77,77,0.0,0.0,0,0,77,81.047,4.81,4.81,7,0,2.19,65.714,17.523,-10.523,40.0,15.333,0.19,90.53,29,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 4.8; promo cover required 15.3 units; base-stock required 65.7 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 11 units; base-stock replenishment gap 66 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
38,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,87418,Lrp Vitamin C12 Serum 30Ml,REVIEW,PARTIAL_PROMO_COVER_REVIEW,none,15.0,15.0,64.286,14,64,78,0,0,0,0,14,64,78,78,0.0,0.0,0,0,78,79.286,0.857,0.857,3,0,2.143,64.286,17.143,-14.143,40.0,15.0,0.43,44.15,27,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 15.0 units; base-stock required 64.3 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 14 units; base-stock replenishment gap 64 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation does not fully cover expected promo sales; buyer review required.,Promo sales stock gap remains after recommendation,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict; promo_cover_not_fully_covered,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
39,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,195445,Lrp Effaclar Duo+M 40Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,15.0,15.0,64.286,1,64,65,0,0,0,0,1,64,65,65,0.0,0.0,0,0,65,79.286,13.857,13.857,16,0,2.143,64.286,17.143,-1.143,40.0,15.0,0.24,240.45,26,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 13.9; promo cover required 15.0 units; base-stock required 64.3 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 1 units; base-stock replenishment gap 64 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
40,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,96617,Npmu Make Em Wndr Fdn Medium,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,raw_model_order,14.0,14.0,60.0,6,60,66,6,6,12,12,0,54,54,54,0.182,0.182,12,12,66,74.0,8.0,20.0,10,0,2.0,60.0,16.0,6.0,50.0,0.0,51.1,55.36,67,MEDIUM,49.0,LOW,REVIEW_STOCK_GAP,1,Promo-period demand from audited promotion-period evidence; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 8.0; promo cover required 14.0 units; base-stock required 60.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 6 units; base-stock replenishment gap 60 units; raw model 12; commercial recommended promo 6 + base 6 = 12. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,partial,True
41,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,91058,Catr Allround Masc Ult Blk 010,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,raw_model_order,14.0,14.0,60.0,14,60,74,12,0,12,12,2,60,62,62,0.162,0.162,12,12,74,74.0,0.0,12.0,2,0,2.0,60.0,16.0,-2.0,9.1,0.0,4.0,16.34,67,MEDIUM,49.0,LOW,REVIEW_STOCK_GAP,1,Promo-period demand from audited promotion-period evidence; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.0; promo cover required 14.0 units; base-stock required 60.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 14 units; base-stock replenishment gap 60 units; raw model 12; commercial recommended promo 12 + base 0 = 12. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,partial,True
42,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,389404,Nivea Men Apd C/Kick 250Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,raw_model_order,14.0,14.0,60.0,12,60,72,12,0,12,12,0,60,60,60,0.167,0.167,12,12,72,74.0,2.0,14.0,4,0,2.0,60.0,16.0,0.0,50.0,0.0,4.96,19.53,65,MEDIUM,49.0,LOW,REVIEW_STOCK_GAP,1,Promo-period demand from audited promotion-period evidence; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 14.0 units; base-stock required 60.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 12 units; base-stock replenishment gap 60 units; raw model 12; commercial recommended promo 12 + base 0 = 12. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,partial,True
